CLAVE,SITIO,ORGANISMO_DE_CUENCA,ESTADO,MUNICIPIO,CUENCA,CUERPO DE AGUA,TIPO,SUBTIPO,LONGITUD,LATITUD,PERIODO,DBO_mg/L,CALIDAD_DBO,DQO_mg/L,CALIDAD_DQO,SST_mg/L,CALIDAD_SST,COLI_FEC_NMP_100mL,CALIDAD_COLI_FEC,E_COLI_NMP_100mL,CALIDAD_E_COLI,ENTEROC_NMP_100mL,CALIDAD_ENTEROC,OD_PORC,CALIDAD_OD_PORC,OD_PORC_SUP,CALIDAD_OD_PORC_SUP,OD_PORC_MED,CALIDAD_OD_PORC_MED,OD_PORC_FON,CALIDAD_OD_PORC_FON,TOX_D_48_UT,CALIDAD_TOX_D_48,TOX_V_15_UT,CALIDAD_TOX_V_15,TOX_D_48_SUP_UT,CALIDAD TOX_D_48_SUP,TOX_D_48_FON_UT,CALIDAD_TOX_D_48_FON,TOX_FIS_SUP_15_UT,CALIDAD_TOX_FIS_SUP_15,TOX_FIS_FON_15_UT,CALIDAD_TOX_FIS_FON_15,SEMAFORO,CONTAMINANTES,CUMPLE_CON_DBO,CUMPLE_CON_DQO,CUMPLE_CON_SST,CUMPLE_CON_CF,CUMPLE_CON_E_COLI,CUMPLE_CON_ENTEROC,CUMPLE_CON_OD,CUMPLE_CON_TOX,GRUPO
OCGNO3549W1,LA PESCA,GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,ARROYOS CALANCHE-VENADOS,RIO SOTO LA MARINA,LÓTICO - COSTERO (HUMEDAL),ESTUARIO,"-97,73766","23,77292",2012-2021,<2,Excelente,<10,Excelente,51,Buena calidad,18,Excelente,63,Excelente,15,Excelente,"74,93",Excelente,"76,35",Excelente,80,Excelente,"68,3",Buena calidad,<1,No Toxico,<1,No Toxico,,,,,"2,3",Toxicidad moderada,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,SI,SI,SI,COSTERO
OCGNO3550,PLAYA LA PESCA,GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,ARROYOS CALANCHE-VENADOS,GOLFO DE MEXICO,COSTERO (HUMEDAL),OCÉANO-MAR,"-97,73439","23,77427",2012-2021,,,,,"57,5",Buena calidad,4,Excelente,,,10,Excelente,,,"71,7",Excelente,"103,11",Excelente,"103,6",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGNO3551,GOLFO DE MEXICO LA PESCA,GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,ARROYOS CALANCHE-VENADOS,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,"-97,73543","23,79035",2012-2021,,,,,71,Buena calidad,10,Excelente,,,10,Excelente,,,74,Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGNO3552,"RIO SOTO LA MARINA, AGUAS ARRIBA DE SOTO LA MARINA",GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,RÍO SOTO LA MARINA 2,RIO SOTO LA MARINA,LÓTICO (HUMEDAL),RÍO,"-98,20404","23,79165",2012-2021,<2,Excelente,<10,Excelente,41,Buena calidad,"1460,5",Contaminada,120,Excelente,,,"76,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3553,EJIDO TAMPIQUITO,GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,RÍO SOTO LA MARINA 2,RIO SOTO LA MARINA,LÓTICO,RÍO,"-98,20453","23,83183",2012-2021,<2,Excelente,<10,Excelente,"46,5",Buena calidad,"1911,5",Contaminada,"62,5",Excelente,,,"77,55",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3554,PUENTE CARRETERO (SLM),GOLFO NORTE,TAMAULIPAS,SOTO LA MARINA,RÍO SOTO LA MARINA 3,RIO SOTO LA MARINA,LÓTICO (HUMEDAL),RÍO,"-98,20630","23,73723",2012-2021,<2,Excelente,<10,Excelente,"27,5",Buena calidad,"2379,5",Contaminada,214,Buena calidad,,,"80,1",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3555,RIO SOTO LA MARINA EL MOLINO,GOLFO NORTE,TAMAULIPAS,ABASOLO,RÍO SOTO LA MARINA 2,RIO SOTO LA MARINA,LÓTICO,RÍO,"-98,27045","23,99821",2012-2021,<2,Excelente,<10,Excelente,26,Buena calidad,2489,Contaminada,86,Excelente,,,"74,2",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3556,"PRESA LA PATRIA ES PRIMERO, ABASOLO",GOLFO NORTE,TAMAULIPAS,JIMÉNEZ,RÍO SOTO LA MARINA 1,PRESA LA PATRIA ES PRIMERO,LÉNTICO (HUMEDAL),PRESA,"-98,52169","23,96601",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,75,Excelente,<3,Excelente,,,,,"76,835",Excelente,"79,8",Excelente,"68,33",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3557,PRESA VICENTE GUERRERO (SAUCES 2),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO (HUMEDAL),PRESA,"-98,67295","23,95941",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"129,5",Buena calidad,<3,Excelente,,,,,"88,3",Excelente,80,Excelente,"74,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3558,PRESA VICENTE GUERRERO (SAUCES 3),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO (HUMEDAL),PRESA,"-98,72422","23,90734",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,93,Excelente,<3,Excelente,,,,,"87,7",Excelente,"85,4",Excelente,"79,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3559,SAUCES,GOLFO NORTE,TAMAULIPAS,CASAS,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO,PRESA,"-98,73517","23,83669",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,150,Buena calidad,<3,Excelente,,,,,"96,4",Excelente,"88,2",Excelente,"85,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3560,PRESA VICENTE GUERRERO (SAUCES 1),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO,PRESA,"-98,80485","23,93626",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,121,Buena calidad,"5,75",Excelente,,,,,"93,9",Excelente,"87,45",Excelente,"88,65",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3561,PRESA VICENTE GUERRERO (SAUCES 4),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO,PRESA,"-98,76208","23,99750",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"190,5",Buena calidad,<3,Excelente,,,,,"94,8",Excelente,70,Buena calidad,"93,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3562,PRESA VICENTE GUERRERO (SAUCES 5),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO (HUMEDAL),PRESA,"-98,71744","24,03287",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,180,Buena calidad,7,Excelente,,,,,"91,8",Excelente,"76,55",Excelente,"73,7",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3563,PRESA VICENTE GUERRERO (SAUCES 6),GOLFO NORTE,TAMAULIPAS,PADILLA,ÁREA NO AFORADA,PRESA VICENTE GUERRERO,LÉNTICO (HUMEDAL),PRESA,"-98,73904","24,05546",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"114,5",Buena calidad,<3,Excelente,,,,,"94,3",Excelente,"86,8",Excelente,"88,6",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3566,NUEVO PADILLA,GOLFO NORTE,TAMAULIPAS,PADILLA,RÍO PURIFICACIÓN 2,RIO PURIFICACION,LÓTICO (HUMEDAL),RÍO,"-98,90372","24,04242",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1349,Contaminada,"91,5",Excelente,,,"83,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3567,HIDROMETRICA CORONA,GOLFO NORTE,TAMAULIPAS,GÜÉMEZ,RÍO CORONA,RIO CORONA,LÓTICO (HUMEDAL),RÍO,"-98,93626","23,93700",2012-2021,<2,Excelente,"10,51",Buena calidad,<10,Excelente,"5323,5",Contaminada,395,Buena calidad,,,"65,4",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3575,ARROYO EL OLMO,GOLFO NORTE,TAMAULIPAS,VICTORIA,ÁREA NO AFORADA,ARROYO EL OLMO,LÓTICO,ARROYO,"-99,08673","23,70155",2012-2021,<2,Excelente,<10,Excelente,10,Excelente,3873,Contaminada,1043,Fuertemente contaminada,,,"60,7",Buena calidad,,,,,,,"1,7",Toxicidad moderada,<1,No Toxico,,,,,,,,,Amarillo,"CF,E_COLI,",SI,SI,SI,NO,NO,ND,SI,SI,LOTICO
OCGNO3576,PRESA LA LAJILLA 1,GOLFO NORTE,TAMAULIPAS,CASAS,ARROYO GRANDE,PRESA LA LAJILLA,LÉNTICO,PRESA,"-98,73128","23,66377",2012-2021,<2,Excelente,"37,28",Aceptable,69,Buena calidad,460,Aceptable,41,Excelente,,,,,81,Excelente,,,"100,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3577,GOLFO DE MEXICO 2,GOLFO NORTE,TAMAULIPAS,ALTAMIRA,LAGUNA LAS MARISMAS,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,"-97,81376","22,35000",2012-2021,,,,,37,Buena calidad,<3,Excelente,,,15,Excelente,,,"83,43",Excelente,"76,4",Excelente,"73,3",Excelente,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGNO3579,LA ENCANTADA,GOLFO NORTE,TAMAULIPAS,LLERA,RÍO GUAYALEJO 2,RIO GUAYALEJO,LÓTICO,RÍO,"-99,06965","23,32086",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,930,Aceptable,63,Excelente,,,"85,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGNO3581,RIO SABINAS HIDROMETRICA SABINAS,GOLFO NORTE,TAMAULIPAS,GÓMEZ FARÍAS,RÍO SABINAS,RIO SABINAS,LÓTICO,RÍO,"-99,09330","23,03145",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,2100,Contaminada,127,Buena calidad,,,"84,3",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3585,EMILIO PORTEZ GIL (SAN LORENZO 2),GOLFO NORTE,TAMAULIPAS,XICOTÉNCATL,RÍO GUAYALEJO 3,EMILIO PORTES GIL(SAN LORENZO),LÉNTICO (HUMEDAL),PRESA,"-98,79919","22,97252",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"683,5",Aceptable,"54,5",Excelente,,,,,"77,45",Excelente,"69,5",Buena calidad,"69,7",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3586,EMILIO PORTES GIL(SAN LORENZO 3),GOLFO NORTE,TAMAULIPAS,XICOTÉNCATL,RÍO GUAYALEJO 3,EMILIO PORTES GIL(SAN LORENZO),LÉNTICO (HUMEDAL),PRESA,"-98,77925","22,96455",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,110,Buena calidad,28,Excelente,,,,,"79,8",Excelente,"75,1",Excelente,"72,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3587,EMILIO PORTES GIL (SAN LORENZO 1),GOLFO NORTE,TAMAULIPAS,XICOTÉNCATL,RÍO GUAYALEJO 3,EMILIO PORTES GIL(SAN LORENZO),LÉNTICO (HUMEDAL),PRESA,"-98,81052","22,95243",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,1187,Contaminada,"52,5",Excelente,,,,,76,Excelente,"70,35",Excelente,"66,65",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3588,PRESA VENUSTIANO CARRANZA 3,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO GUAYALEJO 3,PRESA VENUSTIANO CARRANZA,LÉNTICO (HUMEDAL),PRESA,"-98,72263","22,91146",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,692,Aceptable,13,Excelente,,,,,83,Excelente,80,Excelente,"76,3",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3589,PRESA ATEMOZTLI,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO GUAYALEJO 4,PRESA ATEMOZTLI,LÉNTICO,PRESA,"-98,65476","22,82929",2012-2021,<2,Excelente,<10,Excelente,58,Buena calidad,1100,Contaminada,24,Excelente,,,,,66,Buena calidad,,,,,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3590,"RIO GUAYALEJO HIDROMETRICA, MAGISCATZIN",GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO GUAYALEJO 4,RIO GUAYALEJO,LÓTICO,RÍO,"-98,71233","22,79703",2012-2021,<2,Excelente,<10,Excelente,21,Excelente,2400,Contaminada,90,Excelente,,,"78,9",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3592,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS 4),GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO GUAYALEJO 4,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS),LÉNTICO,PRESA,"-98,75703","22,69454",2012-2021,<2,Excelente,<10,Excelente,"26,5",Buena calidad,228,Aceptable,23,Excelente,,,,,86,Excelente,"85,2",Excelente,"82,05",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3593,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS) 3,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO GUAYALEJO 4,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS),LÉNTICO,PRESA,"-98,72749","22,64607",2012-2021,<2,Excelente,<10,Excelente,"12,5",Excelente,"113,5",Buena calidad,"10,5",Excelente,,,,,75,Excelente,"70,2",Excelente,"80,45",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3594,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS) 2,GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 4,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS),LÉNTICO,PRESA,"-98,72270","22,61968",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,"47,5",Excelente,<3,Excelente,,,,,76,Excelente,71,Excelente,"70,85",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3595,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS) 1,GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 4,PRESA ESTUDIANTE RAMIRO CABALLERO DORANTES (ANIMAS),LÉNTICO,PRESA,"-98,69494","22,59952",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,26,Excelente,3,Excelente,,,,,"82,5",Excelente,"69,2",Buena calidad,"80,2",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3596,"RIO TAMESI, TANTOYUQUITA",GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 4,RIO TAMESI,LÓTICO,RÍO,"-98,55290","22,54773",2012-2021,<2,Excelente,,,31,Buena calidad,93,Excelente,40,Excelente,,,"93,03",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,ND,SI,SI,SI,ND,SI,SI,LOTICO
OCGNO3596M1,RIO CORONA 600 METROS  AGUAS ARRIBA DE LA CONFLUENCIA CON RIO SAN FELIPE,GOLFO NORTE,TAMAULIPAS,GÜÉMEZ,RÍO CORONA,RIO CORONA,LÓTICO,RÍO,"-98,98079","23,94727",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,4600,Contaminada,387,Buena calidad,,,"64,5",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3597,RIO TAMESI HIDROMETRICA TAMESI,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO TAMESÍ,RIO TAMESI,LÓTICO,RÍO,"-98,42213","22,41368",2012-2021,<2,Excelente,<10,Excelente,13,Excelente,445,Aceptable,32,Excelente,,,"86,15",Excelente,,,,,,,"1,0",Toxicidad baja,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGNO3598,EL JOPOY,GOLFO NORTE,TAMAULIPAS,GONZÁLEZ,RÍO TAMESÍ,RIO TAMESI,LÓTICO,RÍO,"-98,31764","22,39130",2012-2021,<2,Excelente,<10,Excelente,13,Excelente,495,Aceptable,31,Excelente,,,"83,5",Excelente,,,,,,,"2,5",Toxicidad moderada,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGNO3602,BOCATOMA ALTAMIRA,GOLFO NORTE,TAMAULIPAS,ALTAMIRA,RÍO TAMESÍ,LAGUNA DE CHAMPAYAN,LÉNTICO (HUMEDAL),LAGO,"-97,93787","22,38697",2012-2021,<2,Excelente,"27,91",Aceptable,13,Excelente,4742,Contaminada,175,Buena calidad,,,,,"71,5",Excelente,66,Buena calidad,"79,5",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3603,LAGUNA DE CHAMPAYAN COMAPA DIMA,GOLFO NORTE,TAMAULIPAS,ALTAMIRA,RÍO TAMESÍ,LAGUNA DE CHAMPAYAN,LÉNTICO (HUMEDAL),LAGO,"-97,92736","22,38576",2012-2021,"2,53",Excelente,"31,445",Aceptable,11,Excelente,2400,Contaminada,"74,5",Excelente,,,,,"72,15",Excelente,"73,1",Excelente,"81,1",Excelente,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3604,"LAGUNA DE LA PUERTA, BOCATOMA",GOLFO NORTE,TAMAULIPAS,TAMPICO,RÍO TAMESÍ,LAGUNA DE LA PUERTA,LÉNTICO,LAGO,"-97,90302","22,31791",2012-2021,"3,27",Buena calidad,"21,1",Aceptable,"32,5",Buena calidad,2100,Contaminada,52,Excelente,,,,,"60,65",Buena calidad,"72,2",Excelente,56,Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3605,"LAGUNA DE CHAMPAYAN, COMAPA TANCOL",GOLFO NORTE,TAMAULIPAS,TAMPICO,RÍO TAMESÍ,LAGUNA DE CHAMPAYAN,LÉNTICO,LAGO,"-97,90370","22,29850",2012-2021,"2,91",Excelente,"24,795",Aceptable,25,Excelente,1785,Contaminada,61,Excelente,,,,,"64,7",Buena calidad,"73,165",Excelente,"47,485",Aceptable,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LENTICO
OCGNO3626,GOLFO DE MEXICO 1,GOLFO NORTE,TAMAULIPAS,ALTAMIRA,LAGUNA LAS MARISMAS,GOLFO DE MEXICO,COSTERO,OCÉANO-MAR,"-97,83534","22,37170",2012-2021,,,,,"58,5",Buena calidad,9,Excelente,,,10,Excelente,,,"71,4",Excelente,,,,,,,,,,,,,<1,No Toxico,<1,No Toxico,Verde,,ND,ND,SI,SI,ND,SI,SI,SI,COSTERO
OCGNO3637,PRESA BERNARDO GUTIERREZ DE LARA,GOLFO NORTE,TAMAULIPAS,ANTIGUO MORELOS,RÍO COMANDANTE 1,PRESA BERNARDO GUTIERREZ DE LARA,LÉNTICO,PRESA,"-99,06952","22,53206",2012-2021,<2,Excelente,"16,67",Buena calidad,"10,5",Excelente,"796,5",Aceptable,"91,5",Excelente,,,,,"79,3",Excelente,"76,55",Excelente,"66,8",Buena calidad,,,,,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LENTICO
OCGNO3637M1,RIO TAMESI CANAL CUEZ,GOLFO NORTE,TAMAULIPAS,ALTAMIRA,RÍO TAMESÍ,RIO TAMESI,LÓTICO,RÍO,"-98,09639","22,37683",2012-2021,<2,Excelente,"24,47",Aceptable,68,Buena calidad,"1712,5",Contaminada,"19,5",Excelente,,,"85,6",Excelente,"90,585",Excelente,"92,6",Excelente,"91,4",Excelente,<1,No Toxico,<1,No Toxico,<1,No Toxico,<1,No Toxico,"5,2",Toxicidad alta,"3,7",Toxicidad moderada,Rojo,"CF,TOX_S,",SI,SI,SI,NO,SI,ND,SI,NO,LOTICO
OCGNO3638,RIO NACIMIENTO AHUALULCO,GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO MANTE,RIO NACIMIENTO,LÓTICO,RÍO,"-99,04550","22,69880",2012-2021,<2,Excelente,<10,Excelente,<10,Excelente,727,Aceptable,86,Excelente,,,"55,215",Buena calidad,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Verde,,SI,SI,SI,SI,SI,ND,SI,SI,LOTICO
OCGNO3639,RIO MANTE AGUAS ABAJO DE EL MANTE,GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 3,RIO MANTE,LÓTICO,RÍO,"-98,96980","22,78600",2012-2021,<2,Excelente,"12,2",Buena calidad,<10,Excelente,9506,Contaminada,1457,Fuertemente contaminada,,,"57,7",Buena calidad,,,,,,,<1,No Toxico,"13,5",Toxicidad alta,,,,,,,,,Rojo,"CF,E_COLI,TOX_L,",SI,SI,SI,NO,NO,ND,SI,NO,LOTICO
OCGNO3640M1,RIO SAN FELIPE 100 METROS AGUAS ARRIBA DE LA CONFLUENCIA CON EL RIO CORONA,GOLFO NORTE,TAMAULIPAS,GÜÉMEZ,RÍO CORONA,RIO SAN FELIPE,LÓTICO,RÍO,"-98,97730","23,94401",2012-2021,"4,64",Buena calidad,"33,18",Aceptable,"17,5",Excelente,24000,Fuertemente contaminada,2100,Fuertemente contaminada,,,"58,6",Buena calidad,,,,,,,"1,3",Toxicidad baja,"9,4",Toxicidad alta,,,,,,,,,Rojo,"CF,E_COLI,TOX_L,",SI,SI,SI,NO,NO,ND,SI,NO,LOTICO
OCGNO3641,"RIO GUAYALEJO, 100 METROS AGUAS ABAJO CONFLUENCIA CON EL RIO MANTE",GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 3,RIO GUAYALEJO,LÓTICO,RÍO,"-98,94810","22,80430",2012-2021,<2,Excelente,<10,Excelente,13,Excelente,4600,Contaminada,602,Aceptable,,,"77,8",Excelente,,,,,,,<1,No Toxico,"6,6",Toxicidad alta,,,,,,,,,Rojo,"CF,TOX_L,",SI,SI,SI,NO,SI,ND,SI,NO,LOTICO
OCGNO3642,RIO GUAYALEJO COMUNIDAD TANCHIPA,GOLFO NORTE,TAMAULIPAS,EL MANTE,RÍO GUAYALEJO 3,RIO GUAYALEJO,LÓTICO,RÍO,"-98,96873","22,82082",2012-2021,<2,Excelente,<10,Excelente,18,Excelente,2400,Contaminada,200,Buena calidad,,,"76,7",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3644,HIDROMETRICA RIO FRIO,GOLFO NORTE,TAMAULIPAS,GÓMEZ FARÍAS,RÍO COMANDANTE 2,RIO FRIO,LÓTICO,RÍO,"-99,02620","22,84305",2012-2021,<2,Excelente,<10,Excelente,11,Excelente,"3128,5",Contaminada,243,Buena calidad,,,"87,13",Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
OCGNO3645,RIO COMANDANTE LA SERVILLETA,GOLFO NORTE,TAMAULIPAS,GÓMEZ FARÍAS,RÍO COMANDANTE 2,RIO COMANDANTE,LÓTICO,RÍO,"-99,12110","22,85400",2012-2021,<2,Excelente,<10,Excelente,12,Excelente,2100,Contaminada,138,Buena calidad,,,80,Excelente,,,,,,,<1,No Toxico,<1,No Toxico,,,,,,,,,Amarillo,"CF,",SI,SI,SI,NO,SI,ND,SI,SI,LOTICO
